Identifier,Parent,ChildTree1,ChildTree1_Name,ChildTree2,ChildTree2_Name,Title,Category,SubCategory,Subset,Frequency,Unit,Currency,Discontinued
IFCAOTPGOA11M,,"IFCAOTPGOM11M,IFCAOTPGOD11M,IFCAOTPGOB11M,IFCAOTPGOH11M",,,,Monthly on time performance at Metro Airports - Go Air,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPGOM11M,IFCAOTPGOA11M,,,,,Monthly on time performance of Go Air at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPGOD11M,IFCAOTPGOA11M,,,,,Monthly on time performance of Go Air at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPGOB11M,IFCAOTPGOA11M,,,,,Monthly on time performance of Go Air at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPGOH11M,IFCAOTPGOA11M,,,,,Monthly on time performance of Go Air at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPINA11M,,"IFCAOTPINM11M,IFCAOTPIND11M,IFCAOTPINB11M,IFCAOTPINH11M,IFCAOTPINC11M,IFCAOTPINK11M,IFCAOTPINE11M,IFCAOTPING11M,IFCAOTPINI11M,IFCAOTPINL11M",,,,Monthly on time performance at Metro Airports - Indigo,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINM11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPIND11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINB11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINH11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINC11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Chennai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINK11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Kolkata airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPVSA11M,,"IFCAOTPVSM11M,IFCAOTPVSD11M,IFCAOTPVSB11M,IFCAOTPVSH11M",,,,Monthly on time performance at Metro Airports - Vistara,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPVSM11M,IFCAOTPVSA11M,,,,,Monthly on time performance of Vistara at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPVSD11M,IFCAOTPVSA11M,,,,,Monthly on time performance of Vistara at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPVSB11M,IFCAOTPVSA11M,,,,,Monthly on time performance of Vistara at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPVSH11M,IFCAOTPVSA11M,,,,,Monthly on time performance of Vistara at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPAIA11M,,"IFCAOTPAIM11M,IFCAOTPAID11M,IFCAOTPAIB11M,IFCAOTPAIH11M,IFCAOTPAIC11M,IFCAOTPAIK11M,IFCAOTPAIE11M,IFCAOTPAIG11M,IFCAOTPAII11M,IFCAOTPAIL11M",,,,Monthly on time performance at Metro Airports - Air India,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIM11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAID11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIB11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIH11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIC11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Chennai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIK11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Kolkata airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPASA11M,,"IFCAOTPASM11M,IFCAOTPASD11M,IFCAOTPASB11M,IFCAOTPASH11M",,,,Monthly on time performance at Metro Airports - Air Asia,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPASM11M,IFCAOTPASA11M,,,,,Monthly on time performance of Air Asia at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPASD11M,IFCAOTPASA11M,,,,,Monthly on time performance of Air Asia at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPASB11M,IFCAOTPASA11M,,,,,Monthly on time performance of Air Asia at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPASH11M,IFCAOTPASA11M,,,,,Monthly on time performance of Air Asia at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPSJA11M,,"IFCAOTPSJM11M,IFCAOTPSJD11M,IFCAOTPSJB11M,IFCAOTPSJH11M,IFCAOTPSJC11M,IFCAOTPSJK11M,IFCAOTPSJE11M,IFCAOTPSJG11M,IFCAOTPSJI11M",,,,Monthly on time performance at Metro Airports - SpiceJet,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPSJM11M,IFCAOTPSJA11M,,,,,Monthly on time performance of Spice Jet at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPSJD11M,IFCAOTPSJA11M,,,,,Monthly on time performance of Spice Jet at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPSJB11M,IFCAOTPSJA11M,,,,,Monthly on time performance of Spice Jet at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPSJH11M,IFCAOTPSJA11M,,,,,Monthly on time performance of Spice Jet at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPSJC11M,IFCAOTPSJA11M,,,,,Monthly on time performance of Spice Jet at Chennai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPSJK11M,IFCAOTPSJA11M,,,,,Monthly on time performance of Spice Jet at Kolkata airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAA11M,,"IFCAOTPAAM11M,IFCAOTPAAD11M,IFCAOTPAAB11M,IFCAOTPAAH11M,IFCAOTPAAC11M,IFCAOTPAAK11M,IFCAOTPAAE11M,IFCAOTPAAG11M,IFCAOTPAAI11M",,,,Monthly on time performance at Metro Airports - Alliance Air,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAM11M,IFCAOTPAAA11M,,,,,Monthly on time performance of Alliance Air at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAD11M,IFCAOTPAAA11M,,,,,Monthly on time performance of Alliance Air at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAB11M,IFCAOTPAAA11M,,,,,Monthly on time performance of Alliance Air at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAH11M,IFCAOTPAAA11M,,,,,Monthly on time performance of Alliance Air at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAC11M,IFCAOTPAAA11M,,,,,Monthly on time performance of Alliance Air at Chennai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAAK11M,IFCAOTPAAA11M,,,,,Monthly on time performance of Alliance Air at Kolkata airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKA11M,,"IFCAOTPAKM11M,IFCAOTPAKD11M,IFCAOTPAKB11M,IFCAOTPAKH11M,IFCAOTPAKC11M,IFCAOTPAKK11M,IFCAOTPAKE11M,IFCAOTPAKG11M,IFCAOTPAKI11M,IFCAOTPAKL11M",,,,Monthly on time performance at Metro Airports - Akasa Air,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKM11M,IFCAOTPAKA11M,,,,,Monthly on time performance of Akasa Air at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKD11M,IFCAOTPAKA11M,,,,,Monthly on time performance of Akasa Air at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKB11M,IFCAOTPAKA11M,,,,,Monthly on time performance of Akasa Air at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKH11M,IFCAOTPAKA11M,,,,,Monthly on time performance of Akasa Air at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKC11M,IFCAOTPAKA11M,,,,,Monthly on time performance of Akasa Air at Chennai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAKK11M,IFCAOTPAKA11M,,,,,Monthly on time performance of Akasa Air at Kolkata airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAXA11M,,"IFCAOTPAXM11M,IFCAOTPAXD11M,IFCAOTPAXB11M,IFCAOTPAXH11M",,,,Monthly on time performance at Metro Airports  - AIX Connect,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPAXM11M,IFCAOTPAXA11M,,,,,Monthly on time performance of AIX Connect at Mumbai airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPAXD11M,IFCAOTPAXA11M,,,,,Monthly on time performance of AIX Connect at Delhi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPAXB11M,IFCAOTPAXA11M,,,,,Monthly on time performance of AIX Connect at Banglore airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPAXH11M,IFCAOTPAXA11M,,,,,Monthly on time performance of AIX Connect at Hyderabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,Y
IFCAOTPINE11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Ahmedabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPING11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Guwahati airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINI11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Kochi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPINL11M,IFCAOTPINA11M,,,,,Monthly on time performance of Indigo at Lucknow airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIE11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Ahmedabad airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAIG11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Guwahati airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
IFCAOTPAII11M,IFCAOTPAIA11M,,,,,Monthly on time performance of Air India at Kochi airport,Civil Aviation,Airline Data,Domestic - Scheduled,Monthly,Percentage,NA,N
